date,fish_type,origin,gender,weight,size,catch_release,position_number,fly_or_spinner,bait,bait_size,extra_1,extra_2,position_name,position
2017-07-20,Lax,Óþekkt,Hrygna,2.2,61.0,,6,Fluga,Snælda,,,,Hellan,Svæði 1
2017-07-15,Lax,Sjóg.,Hrygna,2.1,58.0,,6,Fluga,þýsk snælda,1/2,,,Hellan,Svæði 1
2017-07-10,Lax,,Hrygna,5.0,74.0,,6,Spónn,,,Blæddi út,,Hellan,Svæði 1
2017-07-06,Bleikja,Sjóg.,Hrygna,3.4,62.0,,6,Fluga,Kúluhaus,,,,Hellan,Svæði 1
2017-06-26,Urriði,Óþekkt,Óþekkt,0.4,30.0,,6,Fluga,pupa,,,,Hellan,Svæði 1
2018-08-16,Bleikja,Sjóg.,Hængur,1.8,50.0,X,6,Fluga,Heimasæta,12,,,Hellan,Svæði 1
2018-07-18,Bleikja,Sjóg.,Hrygna,1.4,45.0,,6,Spónn,spinner,,,,Hellan,Svæði 1
2018-07-18,Bleikja,Sjóg.,Hrygna,1.3,44.0,,6,Spónn,toby,,,,Hellan,Svæði 1
2018-07-17,Bleikja,Sjóg.,Hængur,2.5,56.0,,6,Spónn,Spinner,,,,Hellan,Svæði 1
2018-07-15,Lax,Óþekkt,Hrygna,3.3,69.0,,6,Fluga,Sunray,,,,Hellan,Svæði 1
2018-07-14,Bleikja,Sjóg.,Óþekkt,1.5,52.0,,6,Fluga,Sunray Shadow,,,,Hellan,Svæði 1
2018-07-11,Bleikja,Sjóg.,Hængur,1.8,50.0,,6,Spónn,Spinner,,,,Hellan,Svæði 1
2018-07-06,Bleikja,Sjóg.,Hrygna,1.6,45.0,,6,Spónn,Sv. Toby,20 gr,Áin 7°C heit,,Hellan,Svæði 1
2019-08-16,Lax,Sjóg.,Hrygna,2.5,61.0,X,6,Fluga,Frances,1/4,Lúsugur,,Hellan,Svæði 1
2019-08-16,Lax,Óþekkt,Hængur,2.5,55.0,,6,Spónn,Toby,28,,,Hellan,Svæði 1
2019-07-30,Lax,Sjóg.,Hrygna,2.0,56.0,,6,Spónn,Svartur toby,18,,,Hellan,Svæði 1
2019-07-30,Bleikja,Óþekkt,Óþekkt,1.0,40.0,,6,Spónn,toby,,,,Hellan,Svæði 1
2019-07-30,Lax,Óþekkt,Hængur,3.1,66.0,,6,Spónn,toby,,,,Hellan,Svæði 1
2019-07-21,Bleikja,Sjóg.,Óþekkt,0.6,34.0,,6,Fluga,Krókurinn,,,,Hellan,Svæði 1
2019-07-20,Bleikja,Sjóg.,Hrygna,1.0,40.0,,6,Fluga,,,,,Hellan,Svæði 1
2019-07-20,Lax,Sjóg.,Hrygna,6.1,84.0,X,6,Spónn,Toby,,,,Hellan,Svæði 1
2019-07-18,Lax,Sjóg.,Hængur,1.5,51.0,,6,Fluga,Frances,,Hreistursyni.,,Hellan,Svæði 1
2019-07-17,Bleikja,Sjóg.,Óþekkt,1.8,50.0,X,6,Spónn,toby,,,,Hellan,Svæði 1
2019-07-17,Bleikja,Óþekkt,Óþekkt,1.5,47.0,X,6,Spónn,spinner,,,,Hellan,Svæði 1
2019-07-15,Bleikja,Sjóg.,Óþekkt,2.0,57.0,,6,Spónn,,,,,Hellan,Svæði 1
2019-07-15,Bleikja,Sjóg.,Óþekkt,1.4,50.0,,6,Spónn,,,,,Hellan,Svæði 1
2019-07-13,Bleikja,Óþekkt,Óþekkt,1.5,47.0,X,6,Spónn,,,,,Hellan,Svæði 1
2019-07-13,Bleikja,Óþekkt,Óþekkt,1.5,47.0,X,6,Spónn,toby,,,,Hellan,Svæði 1
2019-07-13,Bleikja,Sjóg.,Hrygna,1.4,45.0,X,6,Spónn,Spinner,,,,Hellan,Svæði 1
2019-07-12,Bleikja,Óþekkt,Óþekkt,2.0,52.0,,6,Fluga,,,,,Hellan,Svæði 1
2019-07-12,Bleikja,Óþekkt,Óþekkt,2.0,52.0,,6,Fluga,,,,,Hellan,Svæði 1
2019-07-11,Lax,Óþekkt,Óþekkt,3.4,68.0,,6,Fluga,,,,,Hellan,Svæði 1
2019-07-11,Bleikja,Óþekkt,Óþekkt,2.5,56.0,,6,Fluga,,,,,Hellan,Svæði 1
2019-07-11,Bleikja,Óþekkt,Óþekkt,2.0,52.0,,6,Fluga,,,,,Hellan,Svæði 1
2019-07-11,Bleikja,Óþekkt,Óþekkt,2.0,52.0,,6,Fluga,,,,,Hellan,Svæði 1
2019-07-10,Bleikja,Óþekkt,Óþekkt,2.4,55.0,,6,Spónn,Toby,,,,Hellan,Svæði 1
2019-07-10,Bleikja,Óþekkt,Óþekkt,2.5,56.0,,6,Spónn,Toby,,,,Hellan,Svæði 1
2019-07-10,Bleikja,Óþekkt,Óþekkt,2.5,56.0,,6,Spónn,Toby,18,,,Hellan,Svæði 1
2019-07-09,Lax,Sjóg.,Óþekkt,6.5,86.0,X,6,Fluga,Sunray,1´,,,Hellan,Svæði 1
2019-07-04,Lax,Óþekkt,Óþekkt,4.1,73.0,,6,Spónn,Blú fox,,Mjög illa særður senilega selur,,Hellan,Svæði 1
2019-07-02,Lax,Óþekkt,Hængur,5.9,83.0,X,6,Spónn,Tóbý,20,,,Hellan,Svæði 1
2019-07-02,Lax,Óþekkt,Hrygna,5.0,80.0,X,6,Spónn,Tóby,,,,Hellan,Svæði 1
2019-06-20,Lax,Óþekkt,Hængur,9.2,97.0,X,6,Fluga,Collie Dog,14,,,Hellan,Svæði 1
2020-08-30,Bleikja,Óþekkt,Óþekkt,1.4,45.0,X,6,Fluga,Solla stirða,,,,Hellan,Svæði 1
2020-08-25,Bleikja,Sjóg.,Hængur,1.4,45.0,X,6,Fluga,,,,,Hellan,Svæði 1
2020-08-25,Bleikja,Sjóg.,Óþekkt,1.4,45.0,X,6,Fluga,,,,,Hellan,Svæði 1
2020-08-25,Bleikja,Sjóg.,Hængur,1.5,47.0,,6,Fluga,,,,,Hellan,Svæði 1
2020-08-25,Bleikja,Sjóg.,Hængur,1.7,49.0,,6,Fluga,,,,,Hellan,Svæði 1
2020-08-23,Bleikja,Sjóg.,Óþekkt,1.0,40.0,,6,Fluga,,,,,Hellan,Svæði 1
2020-08-22,Bleikja,Óþekkt,Óþekkt,1.0,40.0,,6,Spónn,Svartur toby,,,,Hellan,Svæði 1
2020-08-22,Bleikja,Óþekkt,Óþekkt,1.0,40.0,X,6,Spónn,Svartur toby,,,,Hellan,Svæði 1
2020-08-22,Bleikja,Óþekkt,Óþekkt,1.0,40.0,X,6,Spónn,Svartur toby,,,,Hellan,Svæði 1
2020-08-22,Bleikja,Óþekkt,Óþekkt,1.0,40.0,X,6,Spónn,Svartur toby,,,,Hellan,Svæði 1
2020-08-22,Bleikja,Óþekkt,Óþekkt,1.0,40.0,X,6,Spónn,Svartur toby,,,,Hellan,Svæði 1
2020-08-21,Bleikja,Sjóg.,Óþekkt,0.5,35.0,,6,Fluga,,,,,Hellan,Svæði 1
2020-08-21,Bleikja,Sjóg.,Óþekkt,0.7,40.0,,6,Fluga,,,,,Hellan,Svæði 1
2020-08-18,Bleikja,Óþekkt,Óþekkt,1.4,46.0,X,6,Fluga,,,,,Hellan,Svæði 1
2020-08-18,Bleikja,Óþekkt,Óþekkt,1.2,43.0,,6,Fluga,,,,,Hellan,Svæði 1
2020-08-18,Bleikja,Óþekkt,Óþekkt,1.1,42.0,,6,Fluga,,,,,Hellan,Svæði 1
2020-08-15,Lax,Sjóg.,Hængur,3.1,66.0,,6,Fluga,SRS,,,,Hellan,Svæði 1
2020-08-08,Bleikja,Sjóg.,Hængur,1.0,40.0,,6,Spónn,toby,18gr,,,Hellan,Svæði 1
2020-08-02,Lax,Sjóg.,Hængur,2.2,59.0,,6,Fluga,Frances rauð,"1/2""",,,Hellan,Svæði 1
2020-08-01,Lax,Sjóg.,Hrygna,2.5,45.0,X,6,Spónn,Kopar Toby,18g,,,Hellan,Svæði 1
2020-08-01,Bleikja,Óþekkt,Óþekkt,1.3,44.0,X,6,Spónn,Toby,,,,Hellan,Svæði 1
2020-07-31,Bleikja,Óþekkt,Hængur,1.2,43.0,,6,Fluga,,,,,Hellan,Svæði 1
2020-07-31,Bleikja,Óþekkt,Hængur,1.6,48.0,,6,Fluga,,,,,Hellan,Svæði 1
2020-07-31,Bleikja,Sjóg.,Hrygna,0.5,45.0,,6,Fluga,Rauð Frances,,,,Hellan,Svæði 1
2020-07-30,Bleikja,Óþekkt,Óþekkt,1.2,43.0,,6,Spónn,toby,,,,Hellan,Svæði 1
2020-07-30,Lax,Sjóg.,Hrygna,1.9,63.0,,6,Spónn,,,Lús,,Hellan,Svæði 1
2020-07-29,Lax,Óþekkt,Hængur,2.5,60.0,,6,Spónn,,32,,,Hellan,Svæði 1
2020-07-28,Urriði,Óþekkt,Óþekkt,0.7,36.0,,6,Fluga,snælda,,,,Hellan,Svæði 1
2020-07-26,Bleikja,Óþekkt,Hrygna,1.4,45.0,,6,Fluga,kúluhaus,,,,Hellan,Svæði 1
2020-07-26,Bleikja,Óþekkt,Hængur,1.6,48.0,,6,Fluga,kúluhaus,,,,Hellan,Svæði 1
2020-07-25,Bleikja,Sjóg.,Hængur,0.7,35.0,,6,Fluga,kolskeggur,,,,Hellan,Svæði 1
2020-07-24,Bleikja,Sjóg.,Hængur,2.0,52.0,,6,Fluga,Frances,"1/2""",,,Hellan,Svæði 1
2020-07-23,Bleikja,Sjóg.,Hængur,1.8,50.0,,6,Fluga,Túpa lítil,,,,Hellan,Svæði 1
2020-07-23,Bleikja,Sjóg.,Óþekkt,2.0,52.0,X,6,Fluga,Púpa,,,,Hellan,Svæði 1
2020-07-23,Bleikja,Sjóg.,Óþekkt,1.4,45.0,,6,Fluga,Púpa,,,,Hellan,Svæði 1
2020-07-22,Bleikja,Sjóg.,Óþekkt,1.6,48.0,,6,Fluga,Blue Nun,,,,Hellan,Svæði 1
2020-07-22,Bleikja,Sjóg.,Óþekkt,1.4,45.0,,6,Fluga,Blue Nun,,,,Hellan,Svæði 1
2020-07-22,Bleikja,Sjóg.,Óþekkt,1.6,48.0,,6,Spónn,Toby,,,,Hellan,Svæði 1
2021-08-25,Urriði,Staðb.,Óþekkt,1.7,50.0,X,6,Spónn,Toby,,,,Hellan,Svæði 1
2021-08-22,Bleikja,Óþekkt,Hængur,1.0,40.0,,6,Spónn,,,,,Hellan,Svæði 1
2021-08-05,Bleikja,Sjóg.,Óþekkt,1.5,47.0,,6,Spónn,Toby blár,,,,Hellan,Svæði 1
2021-07-25,Lax,Sjóg.,Hængur,2.1,58.0,,6,Spónn,sv. toby,,,,Hellan,Svæði 1
2021-07-24,Bleikja,Óþekkt,Óþekkt,1.4,45.0,,6,Spónn,Bla Toby,18gr,,,Hellan,Svæði 1
2021-07-16,Bleikja,Óþekkt,Hængur,1.0,42.0,,6,Spónn,Spinner,,,,Hellan,Svæði 1
2010-09-03,Lax,,Hængur,1.5,51.0,,49,Fluga,Sunray,12,,,Þvergarðsbreiða,Svæði 3
2010-07-26,Lax,,Hrygna,6.0,80.0,,49,Spónn,Toby svartur,,,,Þvergarðsbreiða,Svæði 3
2010-07-14,Lax,,Hængur,5.2,78.0,,49,Fluga,Rauð frances  keila,"1/2""",,,Þvergarðsbreiða,Svæði 3
2010-07-02,Lax,,Hrygna,5.5,81.0,,49,Fluga,Rauð frances,,,,Þvergarðsbreiða,Svæði 3
2011-08-27,Lax,,Hrygna,3.1,66.0,,49,Fluga,Rauð frances,"1/2""",Klak,,Þvergarðsbreiða,Svæði 3
2011-08-21,Lax,,Hængur,2.0,57.0,X,49,Fluga,Rauð Frances,,IS102805,,Þvergarðsbreiða,Svæði 3
2011-08-19,Lax,,Hængur,2.5,60.0,,49,Fluga,Sunrau Shadow,,,,Þvergarðsbreiða,Svæði 3
2011-08-14,Lax,,Hrygna,5.9,83.0,,49,Fluga,Sunray,,,,Þvergarðsbreiða,Svæði 3
2011-08-02,Lax,,Óþekkt,5.8,82.0,X,49,Fluga,Rauð Frances,,IS102700,,Þvergarðsbreiða,Svæði 3
2011-08-02,Lax,,Hængur,3.4,68.0,X,49,Fluga,Rauð Frances,,IS102679 8°c,,Þvergarðsbreiða,Svæði 3
2011-07-31,Lax,,Hængur,4.4,75.0,,49,Fluga,Svört Snælda,,,,Þvergarðsbreiða,Svæði 3
2011-07-28,Lax,,Hængur,6.5,88.0,,49,Fluga,Rauð Frances,,,,Þvergarðsbreiða,Svæði 3
2011-07-26,Lax,,Hrygna,3.0,62.0,,49,Maðkur,,,,,Þvergarðsbreiða,Svæði 3
2011-07-19,Lax,,Hrygna,2.8,63.0,,49,Spónn,Toby,28,,,Þvergarðsbreiða,Svæði 3
2012-08-18,Lax,,Hængur,1.8,57.0,,49,Fluga,Jongi,6,,,Þvergarðsbreiða,Svæði 3
2012-08-10,Lax,,Hrygna,5.5,81.0,,49,Spónn,Blár Toby,,Klak,,Þvergarðsbreiða,Svæði 3
2012-07-28,Lax,,Hrygna,2.2,59.0,,49,Fluga,R. frances cone,,,,Þvergarðsbreiða,Svæði 3
2012-07-12,Lax,,Hrygna,5.3,80.0,,49,Fluga,Rauð frances,"1""",,,Þvergarðsbreiða,Svæði 3
2012-07-01,Lax,,Hrygna,4.9,76.0,,49,Fluga,Green butt,,,,Þvergarðsbreiða,Svæði 3
2013-08-29,Lax,,Hrygna,2.2,59.0,,49,Fluga,Snælda,1/4,,,Þvergarðsbreiða,Svæði 3
2013-08-29,Lax,,Hængur,2.2,59.0,,49,Fluga,Snælda,1/4,,,Þvergarðsbreiða,Svæði 3
2013-08-25,Bleikja,,Hængur,0.7,36.0,,49,Fluga,Aleys red shrimph,12,,,Þvergarðsbreiða,Svæði 3
2013-08-25,Bleikja,,Hrygna,0.7,36.0,,49,Fluga,Aleys red shrimph,12,,,Þvergarðsbreiða,Svæði 3
2013-07-30,Urriði,Staðb.,Óþekkt,0.2,24.0,,49,Maðkur,,,,,Þvergarðsbreiða,Svæði 3
2013-07-30,Lax,,Hrygna,6.1,82.0,,49,Fluga,Kolskeggur keila,"1""",Hreistursýni,,Þvergarðsbreiða,Svæði 3
2013-07-18,Urriði,,Óþekkt,0.9,40.0,,49,Fluga,Sunray,,,,Þvergarðsbreiða,Svæði 3
2014-08-23,Lax,,Hængur,0.7,39.0,,49,Fluga,Polar Shrimp,12,,,Þvergarðsbreiða,Svæði 3
2014-08-23,Lax,,Hængur,1.0,44.0,,49,Fluga,polar shrimp,12,,,Þvergarðsbreiða,Svæði 3
2014-08-23,Bleikja,,Hængur,1.0,40.0,,49,Fluga,polar shrimp,12,,,Þvergarðsbreiða,Svæði 3
2014-08-23,Bleikja,,Hrygna,1.0,40.0,,49,Fluga,Polar Shrimp,,,,Þvergarðsbreiða,Svæði 3
2014-08-23,Bleikja,,Hængur,1.0,40.0,,49,Fluga,Polar shrimp,12,,,Þvergarðsbreiða,Svæði 3
2014-08-06,Urriði,,Hængur,1.0,42.0,,49,Spónn,toby,,,,Þvergarðsbreiða,Svæði 3
2014-08-06,Lax,,Hængur,6.7,87.0,,49,Fluga,Sunray Shadow,,Sett í klak,,Þvergarðsbreiða,Svæði 3
2014-07-31,Bleikja,,Hængur,1.2,44.0,,49,Maðkur,,,,,Þvergarðsbreiða,Svæði 3
2014-07-31,Urriði,,Hrygna,0.5,33.0,,49,Maðkur,,,,,Þvergarðsbreiða,Svæði 3
2014-07-30,Urriði,,Óþekkt,0.5,33.0,,49,Fluga,,,,,Þvergarðsbreiða,Svæði 3
2014-07-29,Lax,,Hængur,2.7,68.0,,49,Spónn,Toby,,,,Þvergarðsbreiða,Svæði 3
2014-07-29,Bleikja,,Óþekkt,1.2,43.0,,49,Spónn,Toby,,,,Þvergarðsbreiða,Svæði 3
2014-07-26,Lax,,Hrygna,5.0,78.0,,49,Spónn,Toby,,,,Þvergarðsbreiða,Svæði 3
2015-08-25,Lax,,Hængur,3.0,65.0,,49,Fluga,Green But keila,"1/2""",,,Þvergarðsbreiða,Svæði 3
2015-08-10,Bleikja,,Óþekkt,1.0,40.0,,49,Fluga,,,,,Þvergarðsbreiða,Svæði 3
2015-08-10,Bleikja,,Óþekkt,1.5,47.0,,49,Fluga,,,,,Þvergarðsbreiða,Svæði 3
2015-08-07,Bleikja,Sjóg.,Óþekkt,1.2,43.0,,49,Spónn,Spinner,,,,Þvergarðsbreiða,Svæði 3
2015-08-07,Bleikja,Sjóg.,Óþekkt,1.0,40.0,,49,Maðkur,,,,,Þvergarðsbreiða,Svæði 3
2015-08-07,Urriði,,Hrygna,2.0,53.0,,49,Maðkur,,,,,Þvergarðsbreiða,Svæði 3
2015-07-17,Urriði,,Óþekkt,1.7,50.0,,49,Fluga,Sunray Shadow,"1""",,,Þvergarðsbreiða,Svæði 3
2016-08-23,Bleikja,Sjóg.,Hængur,1.3,44.0,,49,Fluga,,,,,Þvergarðsbreiða,Svæði 3
2016-07-29,Urriði,,Óþekkt,0.4,30.0,,49,Spónn,toby,,,,Þvergarðsbreiða,Svæði 3
2016-07-22,Bleikja,,Hængur,0.7,36.0,,49,Maðkur,,,,,Þvergarðsbreiða,Svæði 3
2017-09-09,Bleikja,Óþekkt,Óþekkt,1.5,47.0,,49,Fluga,Frances,,,,Þvergarðsbreiða,Svæði 3
2017-08-21,Urriði,Staðb.,Hrygna,1.8,57.0,,49,Fluga,Garry,12,,,Þvergarðsbreiða,Svæði 3
2017-07-26,Bleikja,Staðb.,Hængur,1.7,49.0,,49,Spónn,gr. toby,20 gr.,,,Þvergarðsbreiða,Svæði 3
2018-08-19,Bleikja,Óþekkt,Hrygna,1.9,51.0,,49,Fluga,Alma Rún,12,,,Þvergarðsbreiða,Svæði 3
2018-08-04,Bleikja,Óþekkt,Óþekkt,1.0,40.0,,49,Spónn,,,,,Þvergarðsbreiða,Svæði 3
2018-08-04,Urriði,Óþekkt,Óþekkt,0.5,33.0,,49,Spónn,,,,,Þvergarðsbreiða,Svæði 3
2018-07-30,Bleikja,Óþekkt,Hrygna,1.8,50.0,,49,Fluga,rauð frances,,,,Þvergarðsbreiða,Svæði 3
2018-07-15,Bleikja,Óþekkt,Óþekkt,1.0,40.0,,49,Fluga,Toby ,18,,,Þvergarðsbreiða,Svæði 3
2019-08-19,Bleikja,Óþekkt,Hrygna,1.4,46.0,,49,Fluga,Krókur,12,,,Þvergarðsbreiða,Svæði 3
2019-08-17,Bleikja,Óþekkt,Hrygna,2.7,57.0,,49,Fluga,Alma Rún ,12,,,Þvergarðsbreiða,Svæði 3
2019-08-17,Bleikja,Óþekkt,Hængur,2.4,55.0,,49,Fluga,Alma Rún,12,,,Þvergarðsbreiða,Svæði 3
2019-07-31,Urriði,Óþekkt,Óþekkt,0.5,32.0,,49,Fluga,Bue ray,,,,Þvergarðsbreiða,Svæði 3
2019-07-30,Urriði,Óþekkt,Óþekkt,0.5,33.0,,49,Fluga,,,,,Þvergarðsbreiða,Svæði 3
2019-07-27,Bleikja,Óþekkt,Óþekkt,1.4,46.0,,49,Fluga,Black Gnat,,,,Þvergarðsbreiða,Svæði 3
2019-07-27,Bleikja,Óþekkt,Óþekkt,1.1,42.0,,49,Fluga,Black Gnat,,,,Þvergarðsbreiða,Svæði 3
2019-07-25,Bleikja,Sjóg.,Óþekkt,1.8,54.0,,49,Fluga,Rauð Francis,12,,,Þvergarðsbreiða,Svæði 3
2019-07-25,Bleikja,Sjóg.,Hængur,2.0,55.0,,49,Fluga,,,,,Þvergarðsbreiða,Svæði 3
2019-07-25,Urriði,Staðb.,Hængur,1.3,45.0,,49,Fluga,kúluhaus,,,,Þvergarðsbreiða,Svæði 3
2019-07-21,Bleikja,Sjóg.,Óþekkt,1.3,44.0,,49,Fluga,Glóðin,,,,Þvergarðsbreiða,Svæði 3
2019-07-14,Bleikja,Sjóg.,Hængur,1.5,51.0,,49,Fluga,Longarinn,8,,,Þvergarðsbreiða,Svæði 3
2020-09-06,Bleikja,Sjóg.,Hængur,1.1,42.0,X,49,Fluga,Ambrose Buctail,,Einkrækja,,Þvergarðsbreiða,Svæði 3
2020-09-06,Urriði,Staðb.,Hrygna,1.2,44.0,,49,Fluga,Ambrose Bucktail,,Einkrækja,,Þvergarðsbreiða,Svæði 3
2020-09-06,Bleikja,Sjóg.,Hrygna,1.2,43.0,X,49,Fluga,heimasætan,,,,Þvergarðsbreiða,Svæði 3
2020-08-29,Bleikja,Sjóg.,Óþekkt,0.9,39.0,,49,Fluga,Frances Rauð,,,,Þvergarðsbreiða,Svæði 3
2020-08-29,Bleikja,Sjóg.,Hængur,1.6,48.0,,49,Fluga,Frances rauð,,,,Þvergarðsbreiða,Svæði 3
2020-08-23,Bleikja,Óþekkt,Óþekkt,1.1,42.0,,49,Fluga,,,,,Þvergarðsbreiða,Svæði 3
2020-08-23,Bleikja,Sjóg.,Óþekkt,1.0,41.0,,49,Fluga,c0llie dog,,,,Þvergarðsbreiða,Svæði 3
2020-08-14,Bleikja,Sjóg.,Hængur,1.5,47.0,,49,Fluga,SRS,,,,Þvergarðsbreiða,Svæði 3
2020-08-14,Lax,Sjóg.,Hængur,3.0,65.0,,49,Fluga,SRS,"1/2""",,,Þvergarðsbreiða,Svæði 3
2020-08-12,Lax,Sjóg.,Hrygna,2.1,58.0,X,49,Fluga,Sunray,,,,Þvergarðsbreiða,Svæði 3
2020-07-24,Bleikja,Sjóg.,Óþekkt,1.8,50.0,,49,Fluga,,,,,Þvergarðsbreiða,Svæði 3
2020-07-10,Urriði,Staðb.,Hængur,2.1,54.0,,49,Fluga,Kóflaska,8,,,Þvergarðsbreiða,Svæði 3
2020-07-10,Urriði,Staðb.,Hængur,2.2,55.0,X,49,Fluga,Black ghost,,,,Þvergarðsbreiða,Svæði 3
2021-08-12,Bleikja,Sjóg.,Óþekkt,1.5,47.0,X,49,Fluga,,,,,Þvergarðsbreiða,Svæði 3
2021-08-01,Bleikja,Sjóg.,Hængur,3.5,63.0,X,49,Spónn,Toby,18,,,Þvergarðsbreiða,Svæði 3
2010-08-30,Lax,,Hrygna,2.0,57.0,,50,Fluga,Snælda,,,,Hrísgerðisbreiða,Svæði 3
2010-08-25,Lax,,Hængur,1.7,53.0,,50,Fluga,Sunray,,,,Hrísgerðisbreiða,Svæði 3
2010-08-24,Lax,,Hrygna,6.5,86.0,,50,Fluga,Frances rauð,,Klak,,Hrísgerðisbreiða,Svæði 3
2010-08-15,Lax,,Hrygna,3.2,67.0,,50,Fluga,Rauð frances,"1/2""",Lúsugur,,Hrísgerðisbreiða,Svæði 3
2010-08-15,Lax,,Hrygna,4.0,72.0,,50,Fluga,Rauð frances,"1/2""",,,Hrísgerðisbreiða,Svæði 3
2010-08-09,Lax,,,8.0,90.0,,50,Spónn,Toby,,Klak,,Hrísgerðisbreiða,Svæði 3
2010-08-05,Lax,,Hrygna,3.5,67.0,,50,Fluga,Surnay shadow,,,,Hrísgerðisbreiða,Svæði 3
2010-08-03,Lax,,Hrygna,3.5,68.0,,50,Spónn,Toby,,,,Hrísgerðisbreiða,Svæði 3
2010-08-02,Lax,,Hængur,1.9,56.0,,50,Fluga,Rauð frances,"1/2""",,,Hrísgerðisbreiða,Svæði 3
2010-08-02,Lax,,Hængur,3.2,69.0,,50,Fluga,Svartur frances,"1""",,,Hrísgerðisbreiða,Svæði 3
2010-08-02,Lax,,Hrygna,3.8,70.0,,50,Fluga,Frances,,Klak,,Hrísgerðisbreiða,Svæði 3
2010-07-31,Lax,,Hrygna,2.7,63.0,,50,Spónn,Toby,,,,Hrísgerðisbreiða,Svæði 3
2010-07-31,Lax,,Hængur,2.8,66.0,,50,Fluga,R. Frances cone,,,,Hrísgerðisbreiða,Svæði 3
2010-07-31,Lax,,Hængur,3.0,67.0,,50,Devon,Devon,,,,Hrísgerðisbreiða,Svæði 3
2010-07-29,Lax,,Hrygna,3.2,66.0,,50,Fluga,Rauð frances,,,,Hrísgerðisbreiða,Svæði 3
2010-07-27,Lax,,Hrygna,4.5,79.0,,50,Fluga,Rauð frances,,Hreistursýni,,Hrísgerðisbreiða,Svæði 3
2010-07-27,Lax,,Hængur,2.5,61.0,,50,Fluga,Rauð frances,,,,Hrísgerðisbreiða,Svæði 3
2010-07-23,Lax,,Hrygna,6.0,83.0,,50,,Rauð frances,"1""",,,Hrísgerðisbreiða,Svæði 3
2010-07-09,Lax,,,9.4,98.0,X,50,Fluga,Snælda,,Lúsugur,,Hrísgerðisbreiða,Svæði 3
2010-07-09,Lax,,,6.5,86.0,X,50,Fluga,Snælda,,Lúsugur,,Hrísgerðisbreiða,Svæði 3
2010-07-06,Lax,,Hængur,5.3,80.0,,50,Fluga,Sunray,,,,Hrísgerðisbreiða,Svæði 3
2011-09-23,Lax,,Hængur,2.4,60.0,X,50,Spónn,Toby,,IS102833,,Hrísgerðisbreiða,Svæði 3
2011-08-20,Lax,,Hængur,1.6,56.0,,50,Fluga,Rauð frances,"1/2""",,,Hrísgerðisbreiða,Svæði 3
2011-08-12,Lax,,Hængur,2.0,56.0,,50,Fluga,Rauð Frances,"1/2""",,,Hrísgerðisbreiða,Svæði 3
2011-08-12,Lax,,Hængur,2.8,64.0,,50,Fluga,Sunray,,,,Hrísgerðisbreiða,Svæði 3
2011-08-01,Lax,,Hængur,8.5,87.0,,50,Spónn,Devon,,,,Hrísgerðisbreiða,Svæði 3
2011-07-30,Lax,,Hrygna,4.6,76.0,X,50,Fluga,Sunray,,Lús,,Hrísgerðisbreiða,Svæði 3
2011-07-24,Lax,,Hrygna,3.6,70.0,,50,Fluga,Sunray Shadow,"1""",,,Hrísgerðisbreiða,Svæði 3
2012-08-18,Lax,,Hængur,1.7,57.0,,50,Fluga,Allys shrimp,,,,Hrísgerðisbreiða,Svæði 3
2012-08-05,Lax,,Hængur,2.4,60.0,,50,Fluga,Svört frances,,Sýni,,Hrísgerðisbreiða,Svæði 3
2012-08-01,Lax,,Hængur,2.5,65.0,,50,Fluga,,,,,Hrísgerðisbreiða,Svæði 3
2012-07-28,Lax,,Hængur,2.0,57.0,,50,Fluga,R. frances,"1""",,,Hrísgerðisbreiða,Svæði 3
2012-07-25,Lax,,Hængur,5.1,79.0,,50,Spónn,Toby,,Lús,,Hrísgerðisbreiða,Svæði 3
2012-07-18,Lax,,Hrygna,4.6,74.0,,50,Fluga,Rauð frances,,,,Hrísgerðisbreiða,Svæði 3
2012-07-12,Lax,,Hængur,2.5,60.0,,50,Spónn,Toby,,,,Hrísgerðisbreiða,Svæði 3
2012-07-12,Lax,,Hængur,5.1,79.0,,50,Spónn,Toby,,,,Hrísgerðisbreiða,Svæði 3
2013-09-08,Urriði,,Óþekkt,0.5,33.0,,50,Fluga,Green but,"1/2""",,,Hrísgerðisbreiða,Svæði 3
2013-08-30,Lax,,Hængur,7.5,91.0,,50,Fluga,raud frances,,klak,,Hrísgerðisbreiða,Svæði 3
2013-08-06,Lax,,Óþekkt,2.4,60.0,X,50,Fluga,Frances rauð,8,,,Hrísgerðisbreiða,Svæði 3
2013-08-01,Lax,,Hængur,2.5,63.0,,50,Spónn,Toby,,,,Hrísgerðisbreiða,Svæði 3
2014-08-01,Urriði,,Óþekkt,0.7,37.0,,50,Spónn,Toby,,,,Hrísgerðisbreiða,Svæði 3
2014-08-01,Urriði,,Óþekkt,0.6,35.0,,50,Spónn,Devon,,,,Hrísgerðisbreiða,Svæði 3
2014-08-01,Urriði,,Óþekkt,0.7,37.0,,50,Spónn,Toby,,,,Hrísgerðisbreiða,Svæði 3
2015-08-03,Urriði,,Óþekkt,0.5,33.0,,50,Spónn,Toby,18,,,Hrísgerðisbreiða,Svæði 3
2016-07-29,Urriði,,Hængur,0.4,30.0,,50,Spónn,Toby,,,,Hrísgerðisbreiða,Svæði 3
2017-09-09,Urriði,Óþekkt,Óþekkt,1.0,42.0,,50,Fluga,Frances,,,,Hrísgerðisbreiða,Svæði 3
